,nation,player_name,team,url
3922,Italy,Michele Canini,Cremonese,https://www.fifaindex.com/player/163490/michele-canini/
3923,Belgium,S?bastien Pocognoli,Standard Li?ge,https://www.fifaindex.com/player/163369/s%C3%A9bastien-pocognoli/
3924,Belgium,Roland Lamah,FC Dallas,https://www.fifaindex.com/player/163187/roland-lamah/
3925,United States,Jonathan Spector,Orlando City,https://www.fifaindex.com/player/162890/jonathan-spector/
3926,Poland,Adrian Mierzejewski,Sydney FC,https://www.fifaindex.com/player/162280/adrian-mierzejewski/
3927,Uruguay,Sebasti?n Viera,Junior,https://www.fifaindex.com/player/161663/sebasti%C3%A1n-viera/
3928,Colombia,Avimiled Rivas,Deportes Tolima,https://www.fifaindex.com/player/160309/avimiled-rivas/
3929,Chile,Brian Caderado,Colo-Colo,https://www.fifaindex.com/player/160201/brian-caderado/
3930,Chile,Michael Loba?o,Depor. Iquique,https://www.fifaindex.com/player/160195/michael-loba%C3%B1o/
3931,Chile,Felipe Barridos,CD Antofagasta,https://www.fifaindex.com/player/160162/felipe-barridos/
3932,Chile,Manuel Rocental,Colo-Colo,https://www.fifaindex.com/player/160158/manuel-rocental/
3933,Chile,Jaime Darenova,Uni. Concepci?n,https://www.fifaindex.com/player/160154/jaime-darenova/
3934,Chile,Francisco Lecarnado,CD Palestino,https://www.fifaindex.com/player/160131/francisco-lecarnado/
3935,Chile,Reinaldo Casir?n,Deportes Temuco,https://www.fifaindex.com/player/160129/reinaldo-casir%C3%B3n/
3936,Chile,Bryan Dunavante,Audax Italiano,https://www.fifaindex.com/player/160123/bryan-dunavante/
3937,Chile,R. Nicholas Labral,CD Antofagasta,https://www.fifaindex.com/player/160098/r-nicholas-labral/
3938,Chile,Brayan Cespeda,CD Everton,https://www.fifaindex.com/player/160089/brayan-cespeda/
3939,Chile,Dino Due?a,Uni. Concepci?n,https://www.fifaindex.com/player/160085/dino-due%C3%B1a/
3940,Chile,Ivan Bosquedo,Uni?n Espa?ola,https://www.fifaindex.com/player/160084/ivan-bosquedo/
3941,Chile,Jordano Rozalas,Uni. Concepci?n,https://www.fifaindex.com/player/160081/jordano-rozalas/
3942,Chile,M. Vanderlei Arguinarena,Uni?n Espa?ola,https://www.fifaindex.com/player/160071/m-vanderlei-arguinarena/
3943,Chile,Andres Perosas,Depor. Iquique,https://www.fifaindex.com/player/160063/andres-perosas/
3944,Chile,Nery Aguileda,San Luis,https://www.fifaindex.com/player/160061/nery-aguileda/
3945,Chile,Raimundo Latorres,Deportes Temuco,https://www.fifaindex.com/player/160055/raimundo-latorres/
3946,Chile,Eladio Cubildas,Audax Italiano,https://www.fifaindex.com/player/160054/eladio-cubildas/
3947,Chile,Flavio Iturrado,CD Huachipato,https://www.fifaindex.com/player/160050/flavio-iturrado/
3948,Chile,Salvador Ricuelme,CD Huachipato,https://www.fifaindex.com/player/160045/salvador-ricuelme/
3949,Chile,Anyelo Candelo,Depor. Iquique,https://www.fifaindex.com/player/160043/anyelo-candelo/
3950,Chile,Juan Eduardo Oyarcan,Uni. Concepci?n,https://www.fifaindex.com/player/160041/juan-eduardo-oyarcan/
3951,Chile,Jeff Nazario Senparabia,CD Everton,https://www.fifaindex.com/player/160032/jeff-nazario-senparabia/
3952,Chile,Leonel Mu?ezal,Depor. Iquique,https://www.fifaindex.com/player/160023/leonel-mu%C3%B1ezal/
3953,Chile,Luciano Parreses,Depor. Iquique,https://www.fifaindex.com/player/160008/luciano-parreses/
3954,Chile,Mijhael Echeberria,Uni?n Espa?ola,https://www.fifaindex.com/player/160004/mijhael-echeberria/
3955,Chile,Osvaldo Jonia,CD Everton,https://www.fifaindex.com/player/160002/osvaldo-jonia/
3956,Chile,Christhian Mestierra,Uni. Concepci?n,https://www.fifaindex.com/player/159997/christhian-mestierra/
3957,Chile,Jeff Hernandero,CD Antofagasta,https://www.fifaindex.com/player/159990/jeff-hernandero/
3958,Chile,Lorenzo Cinterio,Depor. Iquique,https://www.fifaindex.com/player/159986/lorenzo-cinterio/
3959,Chile,Oscar Oyanadir,CD Huachipato,https://www.fifaindex.com/player/159971/oscar-oyanadir/
3960,Chile,Jimmy Cambados,San Luis,https://www.fifaindex.com/player/159969/jimmy-cambados/
3961,Chile,Augusto Escavar,CD O'Higgins,https://www.fifaindex.com/player/159943/augusto-escavar/
3962,Chile,Milenko Fierro,Curic? Unido,https://www.fifaindex.com/player/159937/milenko-fierro/
3963,Republic of Ireland,Damien Delaney,Crystal Palace,https://www.fifaindex.com/player/159577/damien-delaney/
3964,Italy,Raffaele Palladino,Genoa,https://www.fifaindex.com/player/159284/raffaele-palladino/
3965,Finland,Kasper H?m?l?inen,Legia Warszawa,https://www.fifaindex.com/player/159017/kasper-h%C3%A4m%C3%A4l%C3%A4inen/
3966,England,Scott Carson,Derby County,https://www.fifaindex.com/player/157804/scott-carson/
3967,Spain,Pedro L?pez,Levante UD,https://www.fifaindex.com/player/157479/pedro-l%C3%B3pez/
3968,Belgium,Thomas Buffel,KRC Genk,https://www.fifaindex.com/player/156535/thomas-buffel/
3969,Scotland,Ross McCormack,Melbourne City,https://www.fifaindex.com/player/155979/ross-mccormack/
3970,Romania,Valeric? G?man,Karab?kspor,https://www.fifaindex.com/player/155463/valeric%C4%83-g%C4%83man/
3971,Korea Republic,Shin Hwa Yong,Suwon Bluewings,https://www.fifaindex.com/player/155344/shin-hwa-yong/
3972,DR Congo,Arnold Mvuemba,FC Lorient,https://www.fifaindex.com/player/153298/arnold-mvuemba/
3973,Argentina,Alejandro Faurl?n,Cruz Azul,https://www.fifaindex.com/player/153164/alejandro-faurl%C3%ADn/
3974,Argentina,Juan Insaurralde,Boca Juniors,https://www.fifaindex.com/player/153060/juan-insaurralde/
3975,England,Dean Marney,Burnley,https://www.fifaindex.com/player/152991/dean-marney/
3976,United States,Chad Marshall,Sounders FC,https://www.fifaindex.com/player/152883/chad-marshall/
3977,Nigeria,Peter Utaka,F.C. Tokyo,https://www.fifaindex.com/player/151856/peter-utaka/
3978,France,J?r?my Perbet,KV Kortrijk,https://www.fifaindex.com/player/150594/j%C3%A9r%C3%A9my-perbet/
3979,Republic of Ireland,Daryl Murphy,Nott'm Forest,https://www.fifaindex.com/player/149825/daryl-murphy/
3980,Italy,Alex Cordaz,Crotone,https://www.fifaindex.com/player/149258/alex-cordaz/
3981,Italy,Emanuele Calai?,Parma,https://www.fifaindex.com/player/149224/emanuele-calai%C3%B3/
3982,Russia,Alexandr Anyukov,Zenit,https://www.fifaindex.com/player/148217/alexandr-anyukov/
3983,Russia,Vladimir Bystrov,FC Tosno,https://www.fifaindex.com/player/147779/vladimir-bystrov/
3984,Spain,Manu Del Moral,CD Numancia,https://www.fifaindex.com/player/146953/manu-del-moral/
3985,Spain,Momo,UD Las Palmas,https://www.fifaindex.com/player/146058/momo/
3986,Turkey,Egemen Korkmaz,Medipol Ba?ak?ehir,https://www.fifaindex.com/player/144306/egemen-korkmaz/
3987,Turkey,Eren Albayrak,Konyaspor,https://www.fifaindex.com/player/144200/eren-albayrak/
3988,Turkey,Sel?uk ?ahin,G?ztepe,https://www.fifaindex.com/player/143644/sel%C3%A7uk-%C5%9Fahin/
3989,Argentina,Mariano Pavone,Estudiantes,https://www.fifaindex.com/player/143119/mariano-pavone/
3990,Argentina,Facundo Erpen,Atlas,https://www.fifaindex.com/player/142794/facundo-erpen/
3991,Argentina,Patricio Toranzo,Parque Patricios,https://www.fifaindex.com/player/142756/patricio-toranzo/
3992,Argentina,Leandro Des?bato,Estudiantes,https://www.fifaindex.com/player/142677/leandro-des%C3%A1bato/
3993,Spain,Verza,UD Almer?a,https://www.fifaindex.com/player/142454/verza/
3994,Greece,Alexandros Tziolis,Al Fayha,https://www.fifaindex.com/player/142329/alexandros-tziolis/
3995,Paraguay,Paulo Da Silva,Free Agents,https://www.fifaindex.com/player/140222/paulo-da-silva/
3996,Japan,Yasuhito Endo,Gamba Osaka,https://www.fifaindex.com/player/140196/yasuhito-endo/
3997,Algeria,Carl Medjani,Sivasspor,https://www.fifaindex.com/player/139836/carl-medjani/
3998,Spain,Javi Guerra,Rayo Vallecano,https://www.fifaindex.com/player/139597/javi-guerra/
3999,England,Jason Shackell,Derby County,https://www.fifaindex.com/player/139368/jason-shackell/
4000,Argentina,Walter Erviti,Independiente,https://www.fifaindex.com/player/139169/walter-erviti/
4001,Argentina,Omar P?rez,Ind. Santa Fe,https://www.fifaindex.com/player/139058/omar-p%C3%A9rez/
4002,Spain,To?o,Rayo Vallecano,https://www.fifaindex.com/player/138507/to%C3%B1o/
4003,Portugal,Gon?alo Brand?o,Estoril Praia,https://www.fifaindex.com/player/138462/gon%C3%A7alo-brand%C3%A3o/
4004,Spain,Angulo,G?rnik Zabrze,https://www.fifaindex.com/player/138306/angulo/
4005,Denmark,Kevin Stuhr-Ellegaard,IF Elfsborg,https://www.fifaindex.com/player/138247/kevin-stuhr-ellegaard/
4006,France,Yann Jouffre,FC Metz,https://www.fifaindex.com/player/137960/yann-jouffre/
4007,Netherlands,Arnold Kruiswijk,Vitesse,https://www.fifaindex.com/player/137510/arnold-kruiswijk/
4008,Germany,Jan-Ingwer Callsen-Bracker,FC Augsburg,https://www.fifaindex.com/player/137449/jan-ingwer-callsen-bracker/
4009,France,Micha?l Ciani,LA Galaxy,https://www.fifaindex.com/player/137114/micha%C3%ABl-ciani/
4010,Belgium,Killian Overmeire,Sport. Lokeren,https://www.fifaindex.com/player/135891/killian-overmeire/
4011,Brazil,Rodolfo,Terek Grozny,https://www.fifaindex.com/player/135303/rodolfo/
4012,Republic of Ireland,Paul McShane,Reading,https://www.fifaindex.com/player/129566/paul-mcshane/
4013,Turkey,Ali Turan,Konyaspor,https://www.fifaindex.com/player/124337/ali-turan/
4014,France,Nicolas Douchez,RC Lens,https://www.fifaindex.com/player/117063/nicolas-douchez/
4015,France,Rod Fanni,Olym. Marseille,https://www.fifaindex.com/player/116308/rod-fanni/
4016,Czech Republic,Jaroslav Pla?il,Giron. Bordeaux,https://www.fifaindex.com/player/112244/jaroslav-pla%C5%A1il/
4017,Spain,David Navarro,AD Alcorc?n,https://www.fifaindex.com/player/111022/david-navarro/
4018,Germany,Tom Starke,FC Bayern,https://www.fifaindex.com/player/107713/tom-starke/
4019,Italy,Davide Brivio,Brisigonza,https://www.fifaindex.com/player/106874/davide-brivio/
4020,Italy,Gianluca Pegolo,Sassuolo,https://www.fifaindex.com/player/106795/gianluca-pegolo/
4021,Italy,Cesare Bovo,Pescara,https://www.fifaindex.com/player/105866/cesare-bovo/
4022,Belgium,Jean-Fran?ois Gillet,Standard Li?ge,https://www.fifaindex.com/player/105308/jean-fran%C3%A7ois-gillet/
4023,Italy,Simone Padoin,Cagliari,https://www.fifaindex.com/player/102056/simone-padoin/
4024,England,Stewart Downing,Middlesbrough,https://www.fifaindex.com/player/54013/stewart-downing/
4025,Tunisia,Alaeddine Yahia,AS Nancy,https://www.fifaindex.com/player/53027/alaeddine-yahia/
4026,Switzerland,Eldin Jakupovi?,Leicester City,https://www.fifaindex.com/player/52326/eldin-jakupovi%C4%87/
4027,Germany,Heiko Westermann,Austria Wien,https://www.fifaindex.com/player/52270/heiko-westermann/
4028,France,Mathieu Bodmer,Amiens SC,https://www.fifaindex.com/player/51123/mathieu-bodmer/
4029,France,Johan Cavalli,AC Ajaccio,https://www.fifaindex.com/player/50955/johan-cavalli/
4030,Argentina,Juli?n Speroni,Crystal Palace,https://www.fifaindex.com/player/49212/juli%C3%A1n-speroni/
4031,Argentina,Fabricio Coloccini,San Lorenzo,https://www.fifaindex.com/player/48745/fabricio-coloccini/
4032,Senegal,Abdou Kader Mangane,RC Strasbourg,https://www.fifaindex.com/player/47860/abdou-kader-mangane/
4033,Congo,Christopher Samba,Aston Villa,https://www.fifaindex.com/player/46590/christopher-samba/
4034,France,Beno?t Pedretti,AS Nancy,https://www.fifaindex.com/player/41874/beno%C3%AEt-pedretti/
4035,United States,Kyle Beckerman,Real Salt Lake,https://www.fifaindex.com/player/36111/kyle-beckerman/
4036,Italy,Antonio Floro Flores,Bari,https://www.fifaindex.com/player/34824/antonio-floro-flores/
4037,Sweden,Johan Wiland,Hammarby IF,https://www.fifaindex.com/player/32740/johan-wiland/
4038,Japan,Shunsuke Nakamura,Iwata,https://www.fifaindex.com/player/29552/shunsuke-nakamura/
4039,Mexico,Rafael M?rquez,Atlas,https://www.fifaindex.com/player/26709/rafael-m%C3%A1rquez/
4040,Portugal,Ricardo Costa,Tondela,https://www.fifaindex.com/player/20209/ricardo-costa/
4041,Belgium,Timmy Simons,Club Brugge,https://www.fifaindex.com/player/17605/timmy-simons/
4042,United States,Nick Rimando,Real Salt Lake,https://www.fifaindex.com/player/16097/nick-rimando/
4043,Portugal,Braga,CD Aves,https://www.fifaindex.com/player/8205/braga/
4044,Portugal,Moreira,Estoril Praia,https://www.fifaindex.com/player/3974/moreira/
4045,Uruguay,Marcelo Saracchi,River Plate,https://www.fifaindex.com/player/240976/marcelo-saracchi/
4046,France,J?r?my Grimm,RC Strasbourg,https://www.fifaindex.com/player/240936/j%C3%A9r%C3%A9my-grimm/
4047,Croatia,Jakov Filipovi?,Sport. Lokeren,https://www.fifaindex.com/player/240899/jakov-filipovi%C4%87/
4048,Ukraine,Yevhen Makarenko,KV Kortrijk,https://www.fifaindex.com/player/240309/yevhen-makarenko/
4049,Spain,N?stor Albiach,Sparta Praha,https://www.fifaindex.com/player/240035/n%C3%A9stor-albiach/
4050,Slovakia,Luk?? ?tetina,Sparta Praha,https://www.fifaindex.com/player/240034/luk%C3%A1%C5%A1-%C5%A1tetina/
4051,Russia,Alexandr Dovbnya,SKA Khabarovsk,https://www.fifaindex.com/player/239932/alexandr-dovbnya/
4052,Serbia,Rade Dugali?,FC Tosno,https://www.fifaindex.com/player/239581/rade-dugali%C4%87/
4053,United States,Jonathan Gonz?lez,Monterrey,https://www.fifaindex.com/player/239475/jonathan-gonz%C3%A1lez/
4054,Serbia,Nemanja Maksimovi?,Valencia CF,https://www.fifaindex.com/player/239433/nemanja-maksimovi%C4%87/
4055,Greece,Giannis Anestis,AEK Athens,https://www.fifaindex.com/player/239271/giannis-anestis/
4056,Argentina,Gustavo Blanco Leschuk,Shakhtar Donetsk,https://www.fifaindex.com/player/237291/gustavo-blanco-leschuk/
4057,Croatia,Matej Mitrovi?,Be?ikta?,https://www.fifaindex.com/player/237209/matej-mitrovi%C4%87/
4058,Nigeria,Samuel Kalu,KAA Gent,https://www.fifaindex.com/player/237207/samuel-kalu/
4059,Korea Republic,Kim Min Jae,Jeonbuk Hyundai,https://www.fifaindex.com/player/237086/kim-min-jae/
4060,United States,Christian Ramirez,Minnesota United FC,https://www.fifaindex.com/player/237075/christian-ramirez/
4061,France,Cl?ment Michelin,Toulouse FC,https://www.fifaindex.com/player/236466/cl%C3%A9ment-michelin/
4062,Ecuador,Luis Caicedo,Free Agents,https://www.fifaindex.com/player/236271/luis-caicedo/
4063,Brazil,T?lio Sandoiro,Botafogo,https://www.fifaindex.com/player/236189/t%C3%BAlio-sandoiro/
4064,Brazil,Marlion Rolim,Fluminense,https://www.fifaindex.com/player/236175/marlion-rolim/
4065,Brazil,Martin Cordeia,Cruzeiro,https://www.fifaindex.com/player/236164/martin-cordeia/
4066,Brazil,Marlion Sim?es,Palmeiras,https://www.fifaindex.com/player/236076/marlion-sim%C3%B5es/
4067,Brazil,Enzo Merques,Botafogo,https://www.fifaindex.com/player/236075/enzo-merques/
4068,Brazil,Alam Lindeiro,Atl?tico Mineiro,https://www.fifaindex.com/player/236073/alam-lindeiro/
4069,Romania,R?zvan Marin,Standard Li?ge,https://www.fifaindex.com/player/235813/r%C4%83zvan-marin/
4070,Uruguay,Nicol?s Milesi,Al Hilal,https://www.fifaindex.com/player/235746/nicol%C3%A1s-milesi/
4071,Argentina,Mateo Garc?a,CA Osasuna,https://www.fifaindex.com/player/235675/mateo-garc%C3%ADa/
4072,Spain,?lvaro,Getafe CF,https://www.fifaindex.com/player/235623/%C3%A1lvaro/
4073,Italy,Kevin Bonifazi,Torino,https://www.fifaindex.com/player/235290/kevin-bonifazi/
4074,Italy,Luca Mora,Spal,https://www.fifaindex.com/player/235164/luca-mora/
4075,Ukraine,Yevhen Shakhov,PAOK,https://www.fifaindex.com/player/234980/yevhen-shakhov/
4076,Portugal,Jo?o Amaral,V. Set?bal,https://www.fifaindex.com/player/234949/jo%C3%A3o-amaral/
4077,Portugal,Jo?o Talocha,Boavista,https://www.fifaindex.com/player/234935/jo%C3%A3o-talocha/
4078,Belarus,Syarhey Chernik,AS Nancy,https://www.fifaindex.com/player/234898/syarhey-chernik/
4079,Finland,Fredrik Jensen,FC Twente,https://www.fifaindex.com/player/234889/fredrik-jensen/
4080,Turkey,Efecan Karaca,Aytemiz Alanyaspor,https://www.fifaindex.com/player/234870/efecan-karaca/
4081,South Africa,Abbubaker Mobara,Orlando Pirates,https://www.fifaindex.com/player/234822/abbubaker-mobara/
4082,Spain,Salvi S?nchez,C?diz C.F.,https://www.fifaindex.com/player/234772/salvi-s%C3%A1nchez/
4083,Spain,Ram?n Folch,Real Oviedo,https://www.fifaindex.com/player/234763/ram%C3%B3n-folch/
4084,Spain,Alberto Benito,Real Zaragoza,https://www.fifaindex.com/player/234762/alberto-benito/
4085,Mali,Bakaye Dibassy,Amiens SC,https://www.fifaindex.com/player/234624/bakaye-dibassy/
4086,France,Jonathan Ikon?,Montpellier HSC,https://www.fifaindex.com/player/234612/jonathan-ikon%C3%A9/
4087,Denmark,Mikkel Rygaard,Lyngby BK,https://www.fifaindex.com/player/234488/mikkel-rygaard/
4088,Netherlands,Django Warmerdam,FC Groningen,https://www.fifaindex.com/player/234195/django-warmerdam/
4089,Ghana,Eric Ocansey,KAS Eupen,https://www.fifaindex.com/player/234048/eric-ocansey/
4090,Brazil,Jony Reitosa,Atl?tico-GO,https://www.fifaindex.com/player/233986/jony-reitosa/
4091,Brazil,V?gner Corraldo,Santos,https://www.fifaindex.com/player/233982/v%C3%A1gner-corraldo/
4092,Brazil,Eduardo Fonseira,Atl?tico Mineiro,https://www.fifaindex.com/player/233977/eduardo-fonseira/
4093,Brazil,Nathael Silbeira,Botafogo,https://www.fifaindex.com/player/233974/nathael-silbeira/
4094,Argentina,Nicol?s Leguizam?n,Santa Fe,https://www.fifaindex.com/player/233825/nicol%C3%A1s-leguizam%C3%B3n/
4095,Egypt,Amr Warda,Free Agents,https://www.fifaindex.com/player/233600/amr-warda/
4096,France,Samuel Grandsir,ES Troyes AC,https://www.fifaindex.com/player/233550/samuel-grandsir/
4097,Netherlands,Denzel Dumfries,SC Heerenveen,https://www.fifaindex.com/player/233096/denzel-dumfries/
4098,Japan,Takuya Iwanami,Vissel Kobe,https://www.fifaindex.com/player/232894/takuya-iwanami/
4099,Japan,Takuma Asano,VfB Stuttgart,https://www.fifaindex.com/player/232610/takuma-asano/
4100,Argentina,Sebasti?n Bertoli,Patronato,https://www.fifaindex.com/player/232543/sebasti%C3%A1n-bertoli/
4101,Algeria,Hichem Belkaroui,Moreirense,https://www.fifaindex.com/player/232433/hichem-belkaroui/
4102,France,Christopher Nkunku,PSG,https://www.fifaindex.com/player/232411/christopher-nkunku/
4103,Brazil,Wesley,Club Brugge,https://www.fifaindex.com/player/232381/wesley/
4104,Croatia,Mijo Cakta?,Rubin Kazan,https://www.fifaindex.com/player/232241/mijo-cakta%C5%A1/
4105,Costa Rica,Ronald Matarrita,NYCFC,https://www.fifaindex.com/player/232230/ronald-matarrita/
4106,Cameroon,Collins Fai,Standard Li?ge,https://www.fifaindex.com/player/232183/collins-fai/
4107,Serbia,Marko Gruji?,Liverpool,https://www.fifaindex.com/player/232099/marko-gruji%C4%87/
4108,Colombia,Leonardo Ru?z,Boavista,https://www.fifaindex.com/player/231868/leonardo-ru%C3%ADz/
4109,France,Yann Karamoh,Inter,https://www.fifaindex.com/player/231826/yann-karamoh/
4110,Netherlands,Justin Hoogma,1899 Hoffenheim,https://www.fifaindex.com/player/231823/justin-hoogma/
4111,France,Rona?l Pierre-Gabriel,AS Saint-?tienne,https://www.fifaindex.com/player/231685/rona%C3%ABl-pierre-gabriel/
4112,Spain,Ontiveros,M?laga CF,https://www.fifaindex.com/player/231640/ontiveros/
4113,Spain,Marc Navarro,RCD Espanyol,https://www.fifaindex.com/player/231600/marc-navarro/
4114,Colombia,Jeison Lucumi,Atl. Nacional,https://www.fifaindex.com/player/231571/jeison-lucumi/
4115,Portugal,Miguel Silva,V. Guimar?es,https://www.fifaindex.com/player/231545/miguel-silva/
4116,Argentina,Alexis Soto,Racing Club,https://www.fifaindex.com/player/231507/alexis-soto/
4117,Argentina,Esteban Rol?n,M?laga CF,https://www.fifaindex.com/player/231212/esteban-rol%C3%B3n/
4118,Germany,Alexander Hack,1. FSV Mainz 05,https://www.fifaindex.com/player/231111/alexander-hack/
4119,Uruguay,Nahitan N?ndez,Boca Juniors,https://www.fifaindex.com/player/230965/nahitan-n%C3%A1ndez/
4120,DR Congo,Arnold Issoko,V. Set?bal,https://www.fifaindex.com/player/230560/arnold-issoko/
4121,Brazil,Hugo Rubi?es,Cruzeiro,https://www.fifaindex.com/player/230530/hugo-rubi%C3%A3es/
4122,Brazil,Nascimentardo,Atl. Paranaense,https://www.fifaindex.com/player/230522/nascimentardo/
